File,Creation,Time,UTC,7/30/22,4:09:52,,,,,,,,
SW,Name,iID®DataCaptureSoftware,,,,,,,,,,,
SW,Version,v01.09,,,,,,,,,,,
SW,BuildDate,4/7/20,,,,,,,,,,,
SW,StartTime,7/22/22,3:48:23,,,,,,,,,,
Lib,Version,v1.6.3,,,,,,,,,,,
Company,Micro-Sensys,GmbH,,,,,,,,,,,
OS,Version,v10.0.17763.865,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Settings,,,,,,,,,,,,,
,Scan,mode,MPC,,,,,,,,,,
,DataGetDelay_Seconds,10,,,,,,,,,,,
,,,,,,,,,,,,,
Found,Hardware,,,,,,,,,,,,
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas,,,,,,,,
,0x01,25SQCMICSCB030EB4,,,,,,,,,,,
,0x10,200330,D0.22,98.26.06,2,,,,,,,,
,0x13,200328,D0.22,98.26.06,2,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Timestamp,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2,,
7/30/22,15:05:21,10,200330,25SQCMICSBBD0B900967C,DPC,7/30/22,05:11.0,7/30/22,05:11.0,41,Departing,x,x
7/30/22,15:05:51,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/30/22,05:41.2,7/30/22,05:41.2,19,Arriving,x,x
7/30/22,15:06:32,13,200328,25SQCMICSBB30DF0096DE,DPC,7/30/22,06:22.1,7/30/22,06:22.1,38,Arriving,x,x
7/30/22,15:06:42,13,200328,25SQCMICSBB30DF0096DE,DPC,7/30/22,06:32.1,7/30/22,06:32.1,13,Unknown,x,
7/30/22,15:10:13,10,200330,25SQCMICSBBBD3000B17A,DPC,7/30/22,10:03.0,7/30/22,10:03.0,153,Departing,x,x
7/30/22,15:11:14,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/30/22,11:03.5,7/30/22,11:03.5,47,Departing,x,x
7/30/22,15:11:14,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,11:03.5,7/30/22,11:03.5,29,Arriving,x,x
7/30/22,15:12:54,10,200330,25SQCMICSBB07EB00B1A5,DPC,7/30/22,12:44.1,7/30/22,12:44.1,31,Departing,x,x
7/30/22,15:13:35,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,13:24.4,7/30/22,13:24.4,9,Unknown,x,
7/30/22,15:13:45,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,13:34.5,7/30/22,13:34.5,12,Departing,x,x
7/30/22,15:14:05,10,200330,25SQCMICSBB7C0400B0DC,DPC,7/30/22,13:54.6,7/30/22,13:54.6,26,Arriving,x,x
7/30/22,15:14:15,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,14:05.3,7/30/22,14:05.3,28,Departing,x,x
7/30/22,15:14:25,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,14:15.3,7/30/22,14:15.3,20,Arriving,x,x
7/30/22,15:14:36,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,14:25.4,7/30/22,14:25.4,10,Unknown,x,
7/30/22,15:15:25,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,15:15.2,7/30/22,15:15.2,45,Arriving,x,x
7/30/22,15:15:56,10,200330,25SQCMICSBB645800B1A0,DPC,7/30/22,15:45.4,7/30/22,15:45.4,4,Unknown,x,
7/30/22,15:15:56,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,15:46.0,7/30/22,15:46.0,73,Departing,x,x
7/30/22,15:16:06,10,200330,25SQCMICSBB645800B1A0,DPC,7/30/22,15:55.5,7/30/22,15:55.5,35,Departing,x,x
7/30/22,15:17:06,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,16:55.9,7/30/22,16:55.9,37,Arriving,x,x
7/30/22,15:17:46,10,200330,25SQCMICSBB3A6700B0E0,DPC,7/30/22,17:36.3,7/30/22,17:36.3,31,Departing,x,x
7/30/22,15:19:07,10,200330,25SQCMICSBB678400B1A4,DPC,7/30/22,18:56.8,7/30/22,18:56.8,21,Arriving,x,x
7/30/22,15:19:17,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,19:06.9,7/30/22,19:06.9,16,Departing,x,x
7/30/22,15:19:37,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,19:27.1,7/30/22,19:27.1,1,Unknown,x,
7/30/22,15:19:47,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,19:37.1,7/30/22,19:37.1,24,Arriving,x,x
7/30/22,15:19:58,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,19:47.8,7/30/22,19:47.8,50,Arriving,x,x
7/30/22,15:20:17,10,200330,25SQCMICSBB264100B1B7,DPC,7/30/22,20:07.3,7/30/22,20:07.3,21,Arriving,x,x
7/30/22,15:20:58,10,200330,25SQCMICSBB37CF00AA45,DPC,7/30/22,20:47.6,7/30/22,20:47.6,26,Arriving,x,x
7/30/22,15:21:39,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,21:28.4,7/30/22,21:28.4,18,Departing,x,x
7/30/22,15:21:49,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,21:38.5,7/30/22,21:38.5,22,Arriving,x,x
7/30/22,15:21:58,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,21:48.0,7/30/22,21:48.0,35,Departing,x,x
7/30/22,15:21:58,10,200330,25SQCMICSBBD0B900967C,DPC,7/30/22,21:48.0,7/30/22,21:48.0,8,Arriving,x,x
7/30/22,15:22:09,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,21:58.6,7/30/22,21:58.6,13,Arriving,x,x
7/30/22,15:22:18,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,22:08.2,7/30/22,22:08.2,59,Arriving,x,x
7/30/22,15:22:18,10,200330,25SQCMICSBB264100B1B7,DPC,7/30/22,22:08.2,7/30/22,22:08.2,19,Departing,x,x
7/30/22,15:22:19,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,22:08.7,7/30/22,22:08.7,22,Unknown,x,
7/30/22,15:22:19,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,22:08.7,7/30/22,22:08.7,52,Arriving,x,x
7/30/22,15:22:28,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,22:18.2,7/30/22,22:18.2,42,Arriving,x,x
7/30/22,15:22:38,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,22:28.3,7/30/22,22:28.3,19,Departing,x,x
7/30/22,15:22:38,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,22:28.3,7/30/22,22:28.3,6,Unknown,x,
7/30/22,15:22:49,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,22:38.4,7/30/22,22:38.4,19,Arriving,x,x
7/30/22,15:25:20,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,25:10.0,7/30/22,25:10.0,23,Departing,x,x
7/30/22,15:26:10,10,200330,25SQCMICSBB37CF00AA45,DPC,7/30/22,25:59.9,7/30/22,25:59.9,19,Departing,x,x
7/30/22,15:26:11,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,26:00.4,7/30/22,26:00.4,16,Departing,x,x
7/30/22,15:26:20,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,26:09.9,7/30/22,26:09.9,17,Departing,x,x
7/30/22,15:27:11,13,200328,25SQCMICSBBE09200B0D8,DPC,7/30/22,27:00.9,7/30/22,27:00.9,23,Arriving,x,x
7/30/22,15:27:21,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,27:10.4,7/30/22,27:10.4,17,Departing,x,x
7/30/22,15:27:31,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,27:20.5,7/30/22,27:20.5,1,Unknown,x,
7/30/22,15:27:51,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,27:40.7,7/30/22,27:40.7,38,Arriving,x,x
7/30/22,15:28:01,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,27:50.8,7/30/22,27:50.8,24,Arriving,x,x
7/30/22,15:28:22,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,28:11.5,7/30/22,28:11.5,20,Departing,x,x
7/30/22,15:28:22,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,28:11.5,7/30/22,28:11.5,14,Unknown,x,
7/30/22,15:28:32,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,28:21.6,7/30/22,28:21.6,39,Departing,x,x
7/30/22,15:29:42,10,200330,25SQCMICSBBD0B900967C,DPC,7/30/22,29:31.6,7/30/22,29:31.6,18,Departing,x,x
7/30/22,15:29:52,10,200330,25SQCMICSBBD0B900967C,DPC,7/30/22,29:41.6,7/30/22,29:41.6,1,Unknown,x,
7/30/22,15:29:52,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,29:41.6,7/30/22,29:41.6,38,Departing,x,x
7/30/22,15:30:02,10,200330,25SQCMICSBB07EB00B1A5,DPC,7/30/22,29:51.7,7/30/22,29:51.7,63,Arriving,x,x
7/30/22,15:32:13,10,200330,25SQCMICSBBBD3000B17A,DPC,7/30/22,32:02.7,7/30/22,32:02.7,32,Departing,x,x
7/30/22,15:32:23,10,200330,25SQCMICSBBBD3000B17A,DPC,7/30/22,32:12.7,7/30/22,32:12.7,15,Arriving,x,x
7/30/22,15:32:43,10,200330,25SQCMICSBBBD3000B17A,DPC,7/30/22,32:32.9,7/30/22,32:32.9,101,Arriving,x,x
7/30/22,15:32:53,10,200330,25SQCMICSBBBD3000B17A,DPC,7/30/22,32:43.0,7/30/22,32:43.0,3,Unknown,x,
7/30/22,15:33:34,13,200328,25SQCMICSBBE09200B0D8,DPC,7/30/22,33:23.8,7/30/22,33:23.8,24,Departing,x,x
7/30/22,15:33:43,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,33:33.4,7/30/22,33:33.4,31,Departing,x,x
7/30/22,15:34:24,10,200330,25SQCMICSBB07EB00B1A5,DPC,7/30/22,34:13.7,7/30/22,34:13.7,45,Departing,x,x
7/30/22,15:34:34,10,200330,25SQCMICSBB07EB00B1A5,DPC,7/30/22,34:23.8,7/30/22,34:23.8,5,Unknown,x,
7/30/22,15:34:54,10,200330,25SQCMICSBB3A6700B0E0,DPC,7/30/22,34:43.9,7/30/22,34:43.9,46,Arriving,x,x
7/30/22,15:36:55,10,200330,25SQCMICSBB678400B1A4,DPC,7/30/22,36:44.8,7/30/22,36:44.8,6,Unknown,x,
7/30/22,15:37:05,10,200330,25SQCMICSBB678400B1A4,DPC,7/30/22,36:54.8,7/30/22,36:54.8,2,Unknown,x,
7/30/22,15:37:25,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,37:15.0,7/30/22,37:15.0,4,Unknown,x,
7/30/22,15:37:35,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,37:25.1,7/30/22,37:25.1,14,Arriving,x,x
7/30/22,15:38:36,10,200330,25SQCMICSBBB0D600967B,DPC,7/30/22,38:25.5,7/30/22,38:25.5,7,Unknown,x,
7/30/22,15:40:57,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,40:47.1,7/30/22,40:47.1,93,Unknown,x,
7/30/22,15:42:37,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,42:27.2,7/30/22,42:27.2,12,Departing,x,x
7/30/22,15:42:47,10,200330,25SQCMICSBBBD3000B17A,DPC,7/30/22,42:37.3,7/30/22,42:37.3,66,Departing,x,x
7/30/22,15:43:58,10,200330,25SQCMICSBB3A6700B0E0,DPC,7/30/22,43:47.8,7/30/22,43:47.8,30,Departing,x,x
7/30/22,15:45:18,10,200330,25SQCMICSBB645800B1A0,DPC,7/30/22,45:08.4,7/30/22,45:08.4,40,Arriving,x,x
7/30/22,15:46:09,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,45:58.7,7/30/22,45:58.7,17,Unknown,x,
7/30/22,15:46:19,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,46:08.8,7/30/22,46:08.8,58,Arriving,x,x
7/30/22,15:46:40,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,46:29.5,7/30/22,46:29.5,35,Arriving,x,x
7/30/22,15:47:19,10,200330,25SQCMICSBB678400B1A4,DPC,7/30/22,47:09.2,7/30/22,47:09.2,58,Arriving,x,x
7/30/22,15:48:00,10,200330,25SQCMICSBBD0B900967C,DPC,7/30/22,47:49.5,7/30/22,47:49.5,67,Arriving,x,x
7/30/22,15:48:10,10,200330,25SQCMICSBBD0B900967C,DPC,7/30/22,47:59.6,7/30/22,47:59.6,2,Unknown,x,
7/30/22,15:48:30,10,200330,25SQCMICSBBB0D600967B,DPC,7/30/22,48:19.8,7/30/22,48:19.8,59,Arriving,x,x
7/30/22,15:48:30,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,48:20.3,7/30/22,48:20.3,24,Arriving,x,x
7/30/22,15:48:40,10,200330,25SQCMICSBB264100B1B7,DPC,7/30/22,48:29.8,7/30/22,48:29.8,2,Unknown,x,
7/30/22,15:48:50,10,200330,25SQCMICSBB264100B1B7,DPC,7/30/22,48:39.9,7/30/22,48:39.9,20,Arriving,x,x
7/30/22,15:50:01,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,49:50.4,7/30/22,49:50.4,29,Arriving,x,x
7/30/22,15:50:01,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,49:51.0,7/30/22,49:51.0,57,Departing,x,x
7/30/22,15:50:21,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,50:11.2,7/30/22,50:11.2,101,Arriving,x,x
7/30/22,15:51:22,13,200328,25SQCMICSBB04CF00B0B7,DPC,7/30/22,51:11.6,7/30/22,51:11.6,23,Arriving,x,x
7/30/22,15:52:32,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,52:21.5,7/30/22,52:21.5,34,Arriving,x,x
7/30/22,15:52:42,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,52:31.6,7/30/22,52:31.6,47,Departing,x,x
7/30/22,15:52:52,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,52:41.7,7/30/22,52:41.7,36,Arriving,x,x
7/30/22,15:53:33,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,53:22.5,7/30/22,53:22.5,62,Departing,x,x
7/30/22,15:53:43,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,53:32.6,7/30/22,53:32.6,1,Unknown,x,
7/30/22,15:54:03,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,53:52.7,7/30/22,53:52.7,23,Arriving,x,x
7/30/22,15:55:23,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,55:12.8,7/30/22,55:12.8,45,Arriving,x,x
7/30/22,15:55:33,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,55:22.9,7/30/22,55:22.9,40,Arriving,x,x
7/30/22,15:55:53,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,55:43.0,7/30/22,55:43.0,79,Arriving,x,x
7/30/22,15:56:03,10,200330,25SQCMICSBB3A6700B0E0,DPC,7/30/22,55:53.1,7/30/22,55:53.1,70,Arriving,x,x
7/30/22,15:56:03,10,200330,25SQCMICSBB07EB00B1A5,DPC,7/30/22,55:53.1,7/30/22,55:53.1,23,Unknown,x,
7/30/22,15:56:13,10,200330,25SQCMICSBB07EB00B1A5,DPC,7/30/22,56:03.2,7/30/22,56:03.2,32,Arriving,x,x
7/30/22,15:56:34,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,56:23.9,7/30/22,56:23.9,22,Arriving,x,x
7/30/22,15:56:44,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,56:34.0,7/30/22,56:34.0,12,Unknown,x,
7/30/22,15:56:54,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,56:43.5,7/30/22,56:43.5,20,Arriving,x,x
7/30/22,15:57:04,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,56:53.6,7/30/22,56:53.6,81,Unknown,x,
7/30/22,15:57:14,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,57:03.6,7/30/22,57:03.6,25,Departing,x,x
7/30/22,15:57:54,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,57:44.0,7/30/22,57:44.0,39,Arriving,x,x
7/30/22,15:59:25,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,59:15.2,7/30/22,59:15.2,76,Departing,x,x
7/30/22,15:59:45,10,200330,25SQCMICSBB367F00968C,DPC,7/30/22,59:34.8,7/30/22,59:34.8,49,Arriving,x,x
7/30/22,16:00:45,10,200330,25SQCMICSBB678400B1A4,DPC,7/30/22,00:35.2,7/30/22,00:35.2,87,Departing,x,x
7/30/22,16:01:05,10,200330,25SQCMICSBBB0D600967B,DPC,7/30/22,00:55.4,7/30/22,00:55.4,83,Arriving,x,x
7/30/22,16:01:05,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,00:55.4,7/30/22,00:55.4,25,Departing,x,x
7/30/22,16:01:36,13,200328,25SQCMICSBB7DEE00B17C,DPC,7/30/22,01:26.1,7/30/22,01:26.1,36,Arriving,x,x
7/30/22,16:01:36,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,01:26.1,7/30/22,01:26.1,27,Departing,x,x
7/30/22,16:02:47,13,200328,25SQCMICSBB04CF00B0B7,DPC,7/30/22,02:36.6,7/30/22,02:36.6,22,Departing,x,x
7/30/22,16:04:27,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,04:17.3,7/30/22,04:17.3,26,Departing,x,x
7/30/22,16:06:18,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,06:07.6,7/30/22,06:07.6,21,Departing,x,x
7/30/22,16:06:58,10,200330,25SQCMICSBB645800B1A0,DPC,7/30/22,06:47.9,7/30/22,06:47.9,48,Arriving,x,x
7/30/22,16:13:11,13,200328,25SQCMICSBB7DEE00B17C,DPC,7/30/22,13:01.1,7/30/22,13:01.1,15,Departing,x,x
7/30/22,16:14:01,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,13:50.8,7/30/22,13:50.8,25,Departing,x,x
7/30/22,16:15:32,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,15:21.5,7/30/22,15:21.5,1,Unknown,x,
7/30/22,16:17:22,10,200330,25SQCMICSBB678400B1A4,DPC,7/30/22,17:12.3,7/30/22,17:12.3,39,Arriving,x,x
7/30/22,16:17:53,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,17:42.5,7/30/22,17:42.5,9,Departing,x,x
7/30/22,16:18:13,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,18:02.6,7/30/22,18:02.6,13,Unknown,x,
7/30/22,16:18:13,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,18:03.2,7/30/22,18:03.2,6,Arriving,x,x
7/30/22,16:18:23,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,18:12.7,7/30/22,18:12.7,30,Arriving,x,x
7/30/22,16:20:04,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,19:53.4,7/30/22,19:53.4,24,Departing,x,x
7/30/22,16:20:34,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,20:24.1,7/30/22,20:24.1,48,Departing,x,x
7/30/22,16:20:44,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,20:34.2,7/30/22,20:34.2,19,Unknown,x,
7/30/22,16:23:45,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,23:35.0,7/30/22,23:35.0,34,Arriving,x,x
7/30/22,16:24:25,10,200330,25SQCMICSBB07EB00B1A5,DPC,7/30/22,24:15.3,7/30/22,24:15.3,60,Departing,x,x
7/30/22,16:24:25,10,200330,25SQCMICSBB264100B1B7,DPC,7/30/22,24:15.3,7/30/22,24:15.3,1,Unknown,x,
7/30/22,16:24:35,10,200330,25SQCMICSBB264100B1B7,DPC,7/30/22,24:25.3,7/30/22,24:25.3,110,Departing,x,x
7/30/22,16:25:26,10,200330,25SQCMICSBB645800B1A0,DPC,7/30/22,25:15.7,7/30/22,25:15.7,47,Arriving,x,x
7/30/22,16:25:36,10,200330,25SQCMICSBB645800B1A0,DPC,7/30/22,25:25.8,7/30/22,25:25.8,24,Unknown,x,
7/30/22,16:26:07,13,200328,25SQCMICSBB4A230096D3,DPC,7/30/22,25:56.5,7/30/22,25:56.5,13,Unknown,x,
7/30/22,16:26:16,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,26:06.0,7/30/22,26:06.0,6,Unknown,x,
7/30/22,16:26:17,13,200328,25SQCMICSBB4A230096D3,DPC,7/30/22,26:06.6,7/30/22,26:06.6,89,Arriving,x,x
7/30/22,16:26:37,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,26:26.7,7/30/22,26:26.7,12,Departing,x,x
7/30/22,16:26:46,10,200330,25SQCMICSBB3A6700B0E0,DPC,7/30/22,26:36.2,7/30/22,26:36.2,20,Unknown,x,
7/30/22,16:26:47,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,26:36.8,7/30/22,26:36.8,5,Unknown,x,
7/30/22,16:26:56,10,200330,25SQCMICSBB3A6700B0E0,DPC,7/30/22,26:46.3,7/30/22,26:46.3,26,Departing,x,x
7/30/22,16:33:29,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,33:19.1,7/30/22,33:19.1,26,Unknown,x,
7/30/22,16:33:39,10,200330,25SQCMICSBBF2360096BE,DPC,7/30/22,33:29.2,7/30/22,33:29.2,32,Arriving,x,x
7/30/22,16:33:50,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,33:39.8,7/30/22,33:39.8,38,Arriving,x,x
7/30/22,16:34:09,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,33:59.3,7/30/22,33:59.3,20,Departing,x,x
7/30/22,16:34:30,13,200328,25SQCMICSBB4A230096D3,DPC,7/30/22,34:20.0,7/30/22,34:20.0,49,Departing,x,x
7/30/22,16:37:51,10,200330,25SQCMICSBB07EB00B1A5,DPC,7/30/22,37:40.8,7/30/22,37:40.8,48,Arriving,x,x
7/30/22,16:38:11,10,200330,25SQCMICSBB3A6700B0E0,DPC,7/30/22,38:01.0,7/30/22,38:01.0,78,Arriving,x,x
7/30/22,16:42:03,10,200330,25SQCMICSBB264100B1B7,DPC,7/30/22,41:52.7,7/30/22,41:52.7,15,Arriving,x,x
7/30/22,16:43:14,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,43:03.8,7/30/22,43:03.8,26,Departing,x,x
7/30/22,16:44:24,13,200328,25SQCMICSBB58C600B053,DPC,7/30/22,44:14.4,7/30/22,44:14.4,24,Arriving,x,x
7/30/22,16:45:14,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/30/22,45:04.2,7/30/22,45:04.2,17,Unknown,x,
7/30/22,16:46:56,13,200328,25SQCMICSBB1E4900B196,DPC,7/30/22,46:45.4,7/30/22,46:45.4,99,Arriving,x,x
7/30/22,16:47:06,13,200328,25SQCMICSBB1E4900B196,DPC,7/30/22,46:55.5,7/30/22,46:55.5,12,Unknown,x,
7/30/22,16:49:17,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,49:06.4,7/30/22,49:06.4,16,Arriving,x,x
7/30/22,16:49:27,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,49:16.5,7/30/22,49:16.5,136,Departing,x,x
7/30/22,16:49:37,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,49:26.6,7/30/22,49:26.6,7,Arriving,x,x
7/30/22,16:49:46,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,49:36.1,7/30/22,49:36.1,4,Unknown,x,
7/30/22,16:49:47,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,49:36.6,7/30/22,49:36.6,10,Unknown,x,
7/30/22,16:49:57,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,49:46.7,7/30/22,49:46.7,16,Unknown,x,
7/30/22,16:51:27,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,51:17.3,7/30/22,51:17.3,50,Departing,x,x
7/30/22,16:52:37,10,200330,25SQCMICSBB592D00B035,DPC,7/30/22,52:27.2,7/30/22,52:27.2,12,Unknown,x,
7/30/22,16:52:47,10,200330,25SQCMICSBB592D00B035,DPC,7/30/22,52:37.3,7/30/22,52:37.3,83,Departing,x,x
7/30/22,16:53:08,13,200328,25SQCMICSBB259C00B075,DPC,7/30/22,52:58.0,7/30/22,52:58.0,55,Arriving,x,x
7/30/22,16:53:28,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,53:18.2,7/30/22,53:18.2,58,Arriving,x,x
7/30/22,16:53:38,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,53:28.3,7/30/22,53:28.3,2,Unknown,x,
7/30/22,16:53:48,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,53:38.3,7/30/22,53:38.3,35,Departing,x,x
7/30/22,16:55:09,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,54:58.8,7/30/22,54:58.8,14,Departing,x,x
7/30/22,16:55:19,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,55:08.9,7/30/22,55:08.9,31,Departing,x,x
7/30/22,16:55:59,10,200330,25SQCMICSBB592D00B035,DPC,7/30/22,55:48.7,7/30/22,55:48.7,29,Arriving,x,x
7/30/22,16:55:59,13,200328,25SQCMICSBB259C00B075,DPC,7/30/22,55:49.2,7/30/22,55:49.2,9,Departing,x,x
7/30/22,16:56:19,13,200328,25SQCMICSBB1E4900B196,DPC,7/30/22,56:09.4,7/30/22,56:09.4,7,Departing,x,x
7/30/22,16:58:50,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,58:39.8,7/30/22,58:39.8,72,Arriving,x,x
7/30/22,16:59:00,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,58:49.9,7/30/22,58:49.9,104,Departing,x,x
7/30/22,16:59:10,10,200330,25SQCMICSBBBE5400B168,DPC,7/30/22,59:00.0,7/30/22,59:00.0,9,Arriving,x,x
7/30/22,17:00:11,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/31/22,00:00.4,7/31/22,00:00.4,28,Departing,x,x
7/30/22,17:00:21,10,200330,25SQCMICSBB37CF00AA45,DPC,7/31/22,00:10.5,7/31/22,00:10.5,8,Arriving,x,x
7/30/22,17:01:12,13,200328,25SQCMICSBBBF4700B038,DPC,7/31/22,01:01.4,7/31/22,01:01.4,59,Departing,x,x
7/30/22,17:01:21,10,200330,25SQCMICSBB909700962F,DPC,7/31/22,01:11.0,7/31/22,01:11.0,32,Arriving,x,x
7/30/22,17:06:53,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/31/22,06:43.3,7/31/22,06:43.3,19,Arriving,x,x
7/30/22,17:08:14,10,200330,25SQCMICSBB827200B0CF,DPC,7/31/22,08:03.9,7/31/22,08:03.9,46,Arriving,x,x
7/30/22,17:08:44,10,200330,25SQCMICSBB367F00968C,DPC,7/31/22,08:34.1,7/31/22,08:34.1,19,Departing,x,x
7/30/22,17:09:24,10,200330,25SQCMICSBB909700962F,DPC,7/31/22,09:14.4,7/31/22,09:14.4,12,Departing,x,x
7/30/22,17:10:25,13,200328,25SQCMICSBB58C600B053,DPC,7/31/22,10:15.4,7/31/22,10:15.4,33,Departing,x,x
7/30/22,17:12:16,10,200330,25SQCMICSBB827200B0CF,DPC,7/31/22,12:05.6,7/31/22,12:05.6,15,Unknown,x,
