File,Creation,Time,UTC,6/27/22,2:52:10,,,,,,,,,,,
SW,Name,iID®DataCaptureSoftware,,,,,,,,,,,,,,
SW,Version,v01.09,,,,,,,,,,,,,,
SW,BuildDate,4/7/20,,,,,,,,,,,,,,
SW,StartTime,6/7/22,22:31:14,,,,,,,,,,,,,
Lib,Version,v1.6.3,,,,,,,,,,,,,,
Company,Micro-Sensys,GmbH,,,,,,,,,,,,,,
OS,Version,v10.0.17763.865,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Settings,,,,,,,,,,,,,,,,
,Scan,mode,MPC,,,,,,,,,,,,,
,DataGetDelay_Seconds,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Found,Hardware,,,,,,,,,,,,,,,
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas,,,,,,,,,,,
,0x01,25SQCMICSCB030EB4,,,,,,,,,,,,,,
,0x10,200330,D0.22,98.26.06,2,,,,,,,,,,,
,0x13,200328,D0.22,98.26.06,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Timestamp,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2,,,,,
6/27/22,17:18:32,249,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:18:22,200,6/28/22,0:18:22,200,21,Unknown,x,
6/27/22,17:18:42,343,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:18:32,200,6/28/22,0:18:32,200,86,Unknown,x,
6/27/22,17:18:52,405,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:18:42,300,6/28/22,0:18:42,300,129,Unknown,x,
6/27/22,17:19:01,952,10,200330,25SQCMICSBB6F0A00963E,DPC,6/28/22,0:18:51,800,6/28/22,0:18:51,800,36,Arriving,x,x
6/27/22,17:19:12,46,10,200330,25SQCMICSBB6E180096CC,DPC,6/28/22,0:19:01,900,6/28/22,0:19:01,900,18,Departing,x,x
6/27/22,17:19:12,624,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:19:02,500,6/28/22,0:19:02,500,49,Unknown,x,
6/27/22,17:19:22,140,10,200330,25SQCMICSBB6A9B009677,DPC,6/28/22,0:19:12,0,6/28/22,0:19:12,0,45,Arriving,x,x
6/27/22,17:19:22,718,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:19:12,600,6/28/22,0:19:12,600,196,Departing,x,x
6/27/22,17:19:32,233,10,200330,25SQCMICSBB0E7600976D,DPC,6/28/22,0:19:22,100,6/28/22,0:19:22,100,39,Arriving,x,x
6/27/22,17:19:32,812,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:19:22,700,6/28/22,0:19:22,700,17,Unknown,x,
6/27/22,17:19:32,812,13,200328,25SQCMICSBBFDFF009D21,DPC,6/28/22,0:19:22,700,6/28/22,0:19:22,700,16,Arriving,x,x
6/27/22,17:21:02,858,10,200330,25SQCMICSBB48140096B1,DPC,6/28/22,0:20:52,700,6/28/22,0:20:52,700,40,Departing,x,x
6/27/22,17:21:12,937,10,200330,25SQCMICSBB48140096B1,DPC,6/28/22,0:21:02,800,6/28/22,0:21:02,800,10,Departing,x,x
6/27/22,17:22:13,358,10,200330,25SQCMICSBB2223009D66,DPC,6/28/22,0:22:03,200,6/28/22,0:22:03,200,61,Departing,x,x
6/27/22,17:22:23,452,10,200330,25SQCMICSBB2223009D66,DPC,6/28/22,0:22:13,300,6/28/22,0:22:13,300,66,Arriving,x,x
6/27/22,17:22:43,593,10,200330,25SQCMICSBB0F49009BBC,DPC,6/28/22,0:22:33,500,6/28/22,0:22:33,500,34,Unknown,x,
6/27/22,17:22:54,218,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:22:44,100,6/28/22,0:22:44,100,21,Arriving,x,x
6/27/22,17:24:14,280,10,200330,25SQCMICSBBB31E009696,DPC,6/28/22,0:24:04,200,6/28/22,0:24:04,200,18,Arriving,x,x
6/27/22,17:24:54,577,10,200330,25SQCMICSBBD0AD009693,DPC,6/28/22,0:24:44,500,6/28/22,0:24:44,500,36,Departing,x,x
6/27/22,17:25:34,858,10,200330,25SQCMICSBB093C00969B,DPC,6/28/22,0:25:24,700,6/28/22,0:25:24,700,15,Arriving,x,x
6/27/22,17:26:15,93,10,200330,25SQCMICSBBCEA800976F,DPC,6/28/22,0:26:05,0,6/28/22,0:26:05,0,23,Departing,x,x
6/27/22,17:26:25,733,13,200328,25SQCMICSBB32C5009CFF,DPC,6/28/22,0:26:15,600,6/28/22,0:26:15,600,1,Unknown,x,
6/27/22,17:26:25,733,13,200328,25SQCMICSBBE9B7009624,DPC,6/28/22,0:26:15,600,6/28/22,0:26:15,600,70,Departing,x,x
6/27/22,17:26:35,265,10,200330,25SQCMICSBBD7E60096C3,DPC,6/28/22,0:26:25,100,6/28/22,0:26:25,100,12,Arriving,x,x
6/27/22,17:26:55,421,10,200330,25SQCMICSBB92590096BD,DPC,6/28/22,0:26:45,300,6/28/22,0:26:45,300,43,Arriving,x,x
6/27/22,17:27:15,577,10,200330,25SQCMICSBB0E7600976D,DPC,6/28/22,0:27:05,500,6/28/22,0:27:05,500,33,Departing,x,x
6/27/22,17:28:16,562,13,200328,25SQCMICSBBEE84009C58,DPC,6/28/22,0:28:06,500,6/28/22,0:28:06,500,33,Departing,x,x
6/27/22,17:28:36,140,10,200330,25SQCMICSBBD43A0096C7,DPC,6/28/22,0:28:26,0,6/28/22,0:28:26,0,53,Arriving,x,x
6/27/22,17:29:16,452,10,200330,25SQCMICSBB9FA7009D42,DPC,6/28/22,0:29:06,300,6/28/22,0:29:06,300,17,Arriving,x,x
6/27/22,17:29:26,515,10,200330,25SQCMICSBB9FA7009D42,DPC,6/28/22,0:29:16,400,6/28/22,0:29:16,400,24,Arriving,x,x
6/27/22,17:29:27,62,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:29:17,0,6/28/22,0:29:17,0,53,Unknown,x,
6/27/22,17:29:37,140,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:29:27,0,6/28/22,0:29:27,0,138,Departing,x,x
6/27/22,17:29:46,655,10,200330,25SQCMICSBB9FA7009D42,DPC,6/28/22,0:29:36,500,6/28/22,0:29:36,500,28,Departing,x,x
6/27/22,17:29:47,233,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:29:37,100,6/28/22,0:29:37,100,159,Arriving,x,x
6/27/22,17:29:56,749,10,200330,25SQCMICSBB9FA7009D42,DPC,6/28/22,0:29:46,600,6/28/22,0:29:46,600,26,Arriving,x,x
6/27/22,17:29:56,749,10,200330,25SQCMICSBBB770009652,DPC,6/28/22,0:29:46,600,6/28/22,0:29:46,600,32,Departing,x,x
6/27/22,17:29:56,749,10,200330,25SQCMICSBB69BF009745,DPC,6/28/22,0:29:46,600,6/28/22,0:29:46,600,19,Arriving,x,x
6/27/22,17:29:57,312,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:29:47,200,6/28/22,0:29:47,200,42,Unknown,x,
6/27/22,17:29:57,312,13,200328,25SQCMICSBB50080096E9,DPC,6/28/22,0:29:47,200,6/28/22,0:29:47,200,19,Arriving,x,x
6/27/22,17:29:57,312,13,200328,25SQCMICSBBEE84009C58,DPC,6/28/22,0:29:47,200,6/28/22,0:29:47,200,23,Arriving,x,x
6/27/22,17:30:17,468,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:30:07,300,6/28/22,0:30:07,300,63,Unknown,x,
6/27/22,17:30:17,468,13,200328,25SQCMICSBBE9B7009624,DPC,6/28/22,0:30:07,300,6/28/22,0:30:07,300,9,Unknown,x,
6/27/22,17:30:27,530,13,200328,25SQCMICSBBE9B7009624,DPC,6/28/22,0:30:17,400,6/28/22,0:30:17,400,20,Unknown,x,
6/27/22,17:30:27,530,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:30:17,400,6/28/22,0:30:17,400,12,Unknown,x,
6/27/22,17:30:37,577,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:30:27,500,6/28/22,0:30:27,500,6,Unknown,x,
6/27/22,17:30:47,671,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:30:37,500,6/28/22,0:30:37,500,36,Unknown,x,
6/27/22,17:30:57,749,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:30:47,600,6/28/22,0:30:47,600,15,Unknown,x,
6/27/22,17:31:17,858,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:31:07,800,6/28/22,0:31:07,800,1,Unknown,x,
6/27/22,17:31:27,968,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:31:17,800,6/28/22,0:31:17,800,1,Unknown,x,
6/27/22,17:31:37,499,10,200330,25SQCMICSBBB770009652,DPC,6/28/22,0:31:27,300,6/28/22,0:31:27,300,25,Arriving,x,x
6/27/22,17:31:38,62,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:31:27,900,6/28/22,0:31:27,900,2,Unknown,x,
6/27/22,17:31:47,593,10,200330,25SQCMICSBBB770009652,DPC,6/28/22,0:31:37,400,6/28/22,0:31:37,400,12,Unknown,x,
6/27/22,17:31:48,171,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:31:38,0,6/28/22,0:31:38,0,2,Unknown,x,
6/27/22,17:31:58,218,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:31:48,100,6/28/22,0:31:48,100,4,Unknown,x,
6/27/22,17:32:08,327,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:31:58,200,6/28/22,0:31:58,200,4,Unknown,x,
6/27/22,17:32:37,968,10,200330,25SQCMICSBB515B0096BB,DPC,6/28/22,0:32:27,800,6/28/22,0:32:27,800,25,Arriving,x,x
6/27/22,17:32:48,593,13,200328,25SQCMICSBB32C5009CFF,DPC,6/28/22,0:32:38,500,6/28/22,0:32:38,500,19,Departing,x,x
6/27/22,17:32:48,593,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:32:38,500,6/28/22,0:32:38,500,1,Unknown,x,
6/27/22,17:32:58,640,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:32:48,500,6/28/22,0:32:48,500,1,Unknown,x,
6/27/22,17:33:18,249,10,200330,25SQCMICSBB48140096B1,DPC,6/28/22,0:33:08,100,6/28/22,0:33:08,100,28,Unknown,x,
6/27/22,17:33:18,812,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:33:08,700,6/28/22,0:33:08,700,9,Unknown,x,
6/27/22,17:33:28,890,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:33:18,800,6/28/22,0:33:18,800,86,Unknown,x,
6/27/22,17:33:38,968,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:33:28,800,6/28/22,0:33:28,800,9,Unknown,x,
6/27/22,17:33:49,77,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:33:38,900,6/28/22,0:33:38,900,19,Unknown,x,
6/27/22,17:33:58,546,10,200330,25SQCMICSBBB31E009696,DPC,6/28/22,0:33:48,400,6/28/22,0:33:48,400,18,Departing,x,x
6/27/22,17:33:59,124,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:33:49,0,6/28/22,0:33:49,0,7,Unknown,x,
6/27/22,17:34:09,171,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:33:59,100,6/28/22,0:33:59,100,125,Unknown,x,
6/27/22,17:34:18,702,10,200330,25SQCMICSBB92E10096C9,DPC,6/28/22,0:34:08,600,6/28/22,0:34:08,600,38,Arriving,x,x
6/27/22,17:34:19,265,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:34:09,100,6/28/22,0:34:09,100,157,Unknown,x,
6/27/22,17:34:29,358,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:34:19,200,6/28/22,0:34:19,200,22,Unknown,x,
6/27/22,17:34:39,452,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:34:29,300,6/28/22,0:34:29,300,138,Unknown,x,
6/27/22,17:34:48,952,10,200330,25SQCMICSBBE8580095CF,DPC,6/28/22,0:34:38,800,6/28/22,0:34:38,800,25,Departing,x,x
6/27/22,17:34:49,499,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:34:39,400,6/28/22,0:34:39,400,91,Unknown,x,
6/27/22,17:34:59,46,10,200330,25SQCMICSBBB663009702,DPC,6/28/22,0:34:48,900,6/28/22,0:34:48,900,40,Arriving,x,x
6/27/22,17:35:09,655,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:34:59,600,6/28/22,0:34:59,600,2,Unknown,x,
6/27/22,17:35:19,171,10,200330,25SQCMICSBBADA20096B8,DPC,6/28/22,0:35:09,100,6/28/22,0:35:09,100,20,Arriving,x,x
6/27/22,17:35:29,265,10,200330,25SQCMICSBB0411008E0E,DPC,6/28/22,0:35:19,100,6/28/22,0:35:19,100,29,Arriving,x,x
6/27/22,17:36:00,62,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:35:49,900,6/28/22,0:35:49,900,1,Unknown,x,
6/27/22,17:36:10,77,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:36:00,0,6/28/22,0:36:00,0,10,Unknown,x,
6/27/22,17:36:20,155,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:36:10,0,6/28/22,0:36:10,0,6,Unknown,x,
6/27/22,17:36:30,249,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:36:20,100,6/28/22,0:36:20,100,1,Unknown,x,
6/27/22,17:36:30,249,13,200328,25SQCMICSBB50080096E9,DPC,6/28/22,0:36:20,100,6/28/22,0:36:20,100,27,Departing,x,x
6/27/22,17:36:39,780,10,200330,25SQCMICSBBCEA800976F,DPC,6/28/22,0:36:29,600,6/28/22,0:36:29,600,20,Arriving,x,x
6/27/22,17:36:50,437,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:36:40,300,6/28/22,0:36:40,300,6,Unknown,x,
6/27/22,17:36:59,952,10,200330,25SQCMICSBB69BF009745,DPC,6/28/22,0:36:49,800,6/28/22,0:36:49,800,3,Unknown,x,
6/27/22,17:37:00,515,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:36:50,400,6/28/22,0:36:50,400,1,Unknown,x,
6/27/22,17:37:10,30,10,200330,25SQCMICSBB69BF009745,DPC,6/28/22,0:36:59,900,6/28/22,0:36:59,900,37,Departing,x,x
6/27/22,17:37:10,30,10,200330,25SQCMICSBB2223009D66,DPC,6/28/22,0:36:59,900,6/28/22,0:36:59,900,16,Departing,x,x
6/27/22,17:37:10,30,10,200330,25SQCMICSBB527A0095C2,DPC,6/28/22,0:36:59,900,6/28/22,0:36:59,900,3,Unknown,x,
6/27/22,17:37:10,577,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:37:00,500,6/28/22,0:37:00,500,1,Unknown,x,
6/27/22,17:37:20,124,10,200330,25SQCMICSBB2223009D66,DPC,6/28/22,0:37:10,0,6/28/22,0:37:10,0,20,Unknown,x,
6/27/22,17:37:20,124,10,200330,25SQCMICSBB527A0095C2,DPC,6/28/22,0:37:10,0,6/28/22,0:37:10,0,30,Arriving,x,x
6/27/22,17:37:20,124,10,200330,25SQCMICSBBD0400096AC,DPC,6/28/22,0:37:10,0,6/28/22,0:37:10,0,13,Arriving,x,x
6/27/22,17:37:20,671,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:37:10,500,6/28/22,0:37:10,500,1,Unknown,x,
6/27/22,17:37:30,765,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:37:20,600,6/28/22,0:37:20,600,2,Unknown,x,
6/27/22,17:37:40,843,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:37:30,700,6/28/22,0:37:30,700,3,Unknown,x,
6/27/22,17:37:50,343,10,200330,25SQCMICSBB92E10096C9,DPC,6/28/22,0:37:40,200,6/28/22,0:37:40,200,38,Arriving,x,x
6/27/22,17:38:11,93,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:38:00,900,6/28/22,0:38:00,900,2,Unknown,x,
6/27/22,17:38:30,687,10,200330,25SQCMICSBB48140096B1,DPC,6/28/22,0:38:20,500,6/28/22,0:38:20,500,21,Departing,x,x
6/27/22,17:38:41,312,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:38:31,200,6/28/22,0:38:31,200,1,Unknown,x,
6/27/22,17:38:51,374,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:38:41,200,6/28/22,0:38:41,200,1,Unknown,x,
6/27/22,17:39:11,515,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:39:01,400,6/28/22,0:39:01,400,6,Unknown,x,
6/27/22,17:39:31,608,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:39:21,500,6/28/22,0:39:21,500,4,Unknown,x,
6/27/22,17:39:51,749,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:39:41,600,6/28/22,0:39:41,600,62,Unknown,x,
6/27/22,17:40:01,843,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:39:51,700,6/28/22,0:39:51,700,47,Unknown,x,
6/27/22,17:40:52,171,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:40:42,0,6/28/22,0:40:42,0,11,Unknown,x,
6/27/22,17:41:02,233,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:40:52,100,6/28/22,0:40:52,100,4,Unknown,x,
6/27/22,17:41:12,280,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:41:02,200,6/28/22,0:41:02,200,2,Unknown,x,
6/27/22,17:41:22,358,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:41:12,200,6/28/22,0:41:12,200,29,Unknown,x,
6/27/22,17:41:41,968,10,200330,25SQCMICSBB8F81009683,DPC,6/28/22,0:41:31,800,6/28/22,0:41:31,800,1,Unknown,x,
6/27/22,17:41:42,530,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:41:32,400,6/28/22,0:41:32,400,14,Unknown,x,
6/27/22,17:41:52,46,10,200330,25SQCMICSBB8F81009683,DPC,6/28/22,0:41:41,900,6/28/22,0:41:41,900,35,Arriving,x,x
6/27/22,17:41:52,624,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:41:42,500,6/28/22,0:41:42,500,23,Unknown,x,
6/27/22,17:42:02,671,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:41:52,600,6/28/22,0:41:52,600,1,Unknown,x,
6/27/22,17:42:12,187,10,200330,25SQCMICSBBD0400096AC,DPC,6/28/22,0:42:02,100,6/28/22,0:42:02,100,47,Departing,x,x
6/27/22,17:42:12,187,10,200330,25SQCMICSBBB663009702,DPC,6/28/22,0:42:02,100,6/28/22,0:42:02,100,4,Unknown,x,
6/27/22,17:42:12,749,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:42:02,600,6/28/22,0:42:02,600,6,Unknown,x,
6/27/22,17:42:22,812,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:42:12,700,6/28/22,0:42:12,700,15,Unknown,x,
6/27/22,17:42:32,890,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:42:22,800,6/28/22,0:42:22,800,6,Unknown,x,
6/27/22,17:42:42,421,10,200330,25SQCMICSBBD43A0096C7,DPC,6/28/22,0:42:32,300,6/28/22,0:42:32,300,23,Departing,x,x
6/27/22,17:42:52,499,10,200330,25SQCMICSBBD6F4009635,DPC,6/28/22,0:42:42,400,6/28/22,0:42:42,400,25,Arriving,x,x
6/27/22,17:42:53,77,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:42:42,900,6/28/22,0:42:42,900,48,Unknown,x,
6/27/22,17:43:02,593,10,200330,25SQCMICSBBD60C009703,DPC,6/28/22,0:42:52,500,6/28/22,0:42:52,500,32,Departing,x,x
6/27/22,17:43:03,171,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:42:53,0,6/28/22,0:42:53,0,121,Unknown,x,
6/27/22,17:43:13,265,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:43:03,100,6/28/22,0:43:03,100,161,Unknown,x,
6/27/22,17:43:33,437,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:43:23,300,6/28/22,0:43:23,300,3,Unknown,x,
6/27/22,17:43:43,468,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:43:33,400,6/28/22,0:43:33,400,11,Unknown,x,
6/27/22,17:44:03,608,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:43:53,500,6/28/22,0:43:53,500,1,Unknown,x,
6/27/22,17:44:23,765,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:44:13,600,6/28/22,0:44:13,600,2,Unknown,x,
6/27/22,17:44:43,858,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:44:33,700,6/28/22,0:44:33,700,2,Unknown,x,
6/27/22,17:44:53,921,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:44:43,800,6/28/22,0:44:43,800,1,Unknown,x,
6/27/22,17:45:03,452,10,200330,25SQCMICSBB2CF800966D,DPC,6/28/22,0:44:53,300,6/28/22,0:44:53,300,28,Arriving,x,x
6/27/22,17:45:04,15,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:44:53,900,6/28/22,0:44:53,900,13,Unknown,x,
6/27/22,17:45:14,77,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:45:04,0,6/28/22,0:45:04,0,15,Unknown,x,
6/27/22,17:45:23,624,10,200330,25SQCMICSBB0C80009C91,DPC,6/28/22,0:45:13,500,6/28/22,0:45:13,500,49,Departing,x,x
6/27/22,17:45:24,171,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:45:14,0,6/28/22,0:45:14,0,17,Unknown,x,
6/27/22,17:45:33,718,10,200330,25SQCMICSBB0C80009C91,DPC,6/28/22,0:45:23,600,6/28/22,0:45:23,600,3,Unknown,x,
6/27/22,17:45:34,296,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:45:24,100,6/28/22,0:45:24,100,34,Unknown,x,
6/27/22,17:45:44,358,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:45:34,200,6/28/22,0:45:34,200,73,Unknown,x,
6/27/22,17:45:54,437,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:45:44,300,6/28/22,0:45:44,300,44,Arriving,x,x
6/27/22,17:46:04,546,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:45:54,400,6/28/22,0:45:54,400,93,Unknown,x,
6/27/22,17:46:14,62,10,200330,25SQCMICSBBCA86009689,DPC,6/28/22,0:46:03,900,6/28/22,0:46:03,900,23,Arriving,x,x
6/27/22,17:46:14,62,10,200330,25SQCMICSBB5292009790,DPC,6/28/22,0:46:03,900,6/28/22,0:46:03,900,21,Departing,x,x
6/27/22,17:46:14,640,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:46:04,500,6/28/22,0:46:04,500,24,Unknown,x,
6/27/22,17:46:24,687,13,200328,25SQCMICSBB1E7F008F1F,DPC,6/28/22,0:46:14,600,6/28/22,0:46:14,600,31,Arriving,x,x
6/27/22,17:46:34,733,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:46:24,600,6/28/22,0:46:24,600,51,Unknown,x,
6/27/22,17:46:44,796,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:46:34,700,6/28/22,0:46:34,700,6,Unknown,x,
6/27/22,17:46:54,890,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:46:44,800,6/28/22,0:46:44,800,1,Unknown,x,
6/27/22,17:48:35,608,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:48:25,500,6/28/22,0:48:25,500,1,Unknown,x,
6/27/22,17:48:55,218,10,200330,25SQCMICSBB934B00962B,DPC,6/28/22,0:48:45,100,6/28/22,0:48:45,100,19,Arriving,x,x
6/27/22,17:48:55,218,10,200330,25SQCMICSBBB31E009696,DPC,6/28/22,0:48:45,100,6/28/22,0:48:45,100,34,Arriving,x,x
6/27/22,17:49:25,968,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:49:15,900,6/28/22,0:49:15,900,2,Unknown,x,
6/27/22,17:49:36,46,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:49:25,900,6/28/22,0:49:25,900,5,Unknown,x,
6/27/22,17:49:46,155,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:49:36,0,6/28/22,0:49:36,0,12,Unknown,x,
6/27/22,17:49:56,187,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:49:46,100,6/28/22,0:49:46,100,1,Unknown,x,
6/27/22,17:50:16,374,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:50:06,200,6/28/22,0:50:06,200,6,Unknown,x,
6/27/22,17:50:26,452,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:50:16,300,6/28/22,0:50:16,300,17,Unknown,x,
6/27/22,17:50:36,515,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:50:26,400,6/28/22,0:50:26,400,2,Unknown,x,
6/27/22,17:50:46,608,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:50:36,500,6/28/22,0:50:36,500,3,Unknown,x,
6/27/22,17:50:56,108,10,200330,25SQCMICSBB515B0096BB,DPC,6/28/22,0:50:46,0,6/28/22,0:50:46,0,43,Departing,x,x
6/27/22,17:50:56,687,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:50:46,500,6/28/22,0:50:46,500,58,Unknown,x,
6/27/22,17:51:06,765,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:50:56,600,6/28/22,0:50:56,600,28,Unknown,x,
6/27/22,17:51:16,280,10,200330,25SQCMICSBB2CF800966D,DPC,6/28/22,0:51:06,100,6/28/22,0:51:06,100,20,Departing,x,x
6/27/22,17:51:16,843,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:51:06,700,6/28/22,0:51:06,700,61,Unknown,x,
6/27/22,17:51:26,905,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:51:16,800,6/28/22,0:51:16,800,72,Unknown,x,
6/27/22,17:51:36,968,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:51:26,900,6/28/22,0:51:26,900,46,Unknown,x,
6/27/22,17:51:46,483,10,200330,25SQCMICSBB934B00962B,DPC,6/28/22,0:51:36,400,6/28/22,0:51:36,400,7,Departing,x,x
6/27/22,17:51:47,46,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:51:36,900,6/28/22,0:51:36,900,63,Unknown,x,
6/27/22,17:51:57,124,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:51:47,0,6/28/22,0:51:47,0,54,Unknown,x,
6/27/22,17:52:06,640,10,200330,25SQCMICSBBB31E009696,DPC,6/28/22,0:51:56,500,6/28/22,0:51:56,500,11,Departing,x,x
6/27/22,17:52:16,718,10,200330,25SQCMICSBB48140096B1,DPC,6/28/22,0:52:06,600,6/28/22,0:52:06,600,48,Arriving,x,x
6/27/22,17:52:27,358,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:52:17,200,6/28/22,0:52:17,200,3,Unknown,x,
6/27/22,17:52:37,390,13,200328,25SQCMICSBBD733009BD4,DPC,6/28/22,0:52:27,300,6/28/22,0:52:27,300,13,Unknown,x,
